2003045,2518144
68412,1098875
68412,1518988
68412,465929
68412,222278
68412,277573
68412,2159290
68412,2409730
68412,1812545
1040066,2563462
1040066,168623
1040066,2565366
1040066,2518144
1040066,2344130
1208975,170325
1208975,2119676
1208975,408972
1208975,170325
1208975,403975
2361205,923781
2361205,1424581
2361205,2487054
2361205,182557
2361205,2516138
2489232,1038414
2489232,142842
2489232,485541
2489232,719831
2489232,2564658
2489232,1001169
2489232,1997723
2489232,607931
2489232,656328
2489232,607931
339142,2004141
339142,690087
339142,37591
339142,339142
339142,456880
339142,1243972
339142,339142
339142,1013257
339142,1128255
339142,339142
339142,37591
339142,1634012
339142,339142
495880,244701
495880,405703
495880,248443
495880,708637
495880,403975
495880,429175
495880,804116
495880,840131
495880,316212
495880,355914
495880,1539901
495880,1313750
495880,164033
495880,282320
495880,1318617
495880,1788440
495880,625027
495880,158839
121189,311742
121189,700302
121189,669937
121189,873806
121189,372298
121189,349104
121189,1539174
2183480,2355409
2183480,2444360
2183480,2514651
2183480,1932874
2183480,2442779
2183480,2565407
2183480,2289359
256806,222278
256806,328783
256806,163503
256806,598647
256806,354469
444442,547031
2431685,539545
2431685,941530
2431685,1385564
2431685,1127897
2431685,828128
2431685,317229
2431685,2384193
2431685,955402
2431685,207725
2431685,579759
2431685,901961
2431685,469213
1925426,2047147
1925426,646971
1925426,925486
1925426,1575692
1925426,257004
1925426,2518144
1925426,584059
1925426,1925426
1925426,263735
1925426,1871350
1925426,474383
1925426,1925426
1925426,2567682
1925426,1397105
1925426,210410
278429,2481092
278429,921953
278429,1605648
278429,109981
278429,522989
278429,1066191
278429,109981
278429,262786
278429,278429
414021,264756
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,685376
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,669322
685376,682936
685376,685376
685376,682936
685376,682936
685376,682936
685376,685376
685376,682936
685376,682936
685376,682936
685376,685376
685376,682936
685376,685376
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,876545
685376,682936
685376,685376
685376,682936
685376,685376
685376,648735
685376,682936
685376,682936
685376,876545
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,685376
685376,876545
685376,682936
685376,876545
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,682936
685376,685376
685376,682936
685376,682936
685376,685376
685376,682936
685376,685376
685376,876545
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,669322
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,682936
685376,682936
685376,876545
685376,876545
685376,682936
685376,682936
685376,682936
685376,682936
685376,682936
685376,876545
685376,682936
685376,876545
685376,685376
685376,682936
685376,682936
685376,682936
685376,682936
685376,669322
685376,682936
685376,1582
685376,682936
685376,1582
685376,876545
685376,682936
685376,669322
685376,1582
685376,682936
685376,682936
685376,1582
685376,682936
685376,685376
685376,682936
685376,1582
685376,682936
685376,1582
685376,682936
685376,1582
685376,682936
685376,1582
685376,682936
685376,1582
685376,682936
685376,682936
685376,1582
685376,682936
685376,1582
685376,669322
685376,682936
685376,682936
685376,1582
685376,682936
685376,682936
685376,682936
685376,682936
685376,1582
685376,685376
1000796,204614
2468587,2455126
2257776,2540710
2257776,1032257
2257776,1784070
2491872,2518144
2491872,2491872
2331942,613858
2331942,68777
2331942,677435
2331942,1427819
2543762,1608426
2543762,1279164
1714594,796533
1714594,462718
1714594,112731
1714594,1714594
1714594,532210
1714594,552880
1714594,226813
1714594,558476
1714594,945279
1714594,2153667
1714594,608013
1714594,1714594
1462429,2223621
1462429,2415454
1462429,2240312
1462429,460217
1462429,1462429
